"","Signature","Gene"
"3945","Wouters Mesenchymal-like cell state","TENC1"
"3946","Wouters Mesenchymal-like cell state","SGMS2"
"3947","Wouters Mesenchymal-like cell state","TM2D2"
"3948","Wouters Mesenchymal-like cell state","GLIS2"
"3949","Wouters Mesenchymal-like cell state","CTNNAL1"
"3950","Wouters Mesenchymal-like cell state","SPATS2L"
"3951","Wouters Mesenchymal-like cell state","PTPRK"
"3952","Wouters Mesenchymal-like cell state","TRAM1L1"
"3953","Wouters Mesenchymal-like cell state","B4GALT1"
"3954","Wouters Mesenchymal-like cell state","CALR"
"3955","Wouters Mesenchymal-like cell state","BACE1"
"3956","Wouters Mesenchymal-like cell state","DRAM1"
"3957","Wouters Mesenchymal-like cell state","APOM"
"3958","Wouters Mesenchymal-like cell state","RP11-382A20.2"
"3959","Wouters Mesenchymal-like cell state","PCNXL2"
"3960","Wouters Mesenchymal-like cell state","PLXNB2"
"3961","Wouters Mesenchymal-like cell state","RP11-566E18.3"
"3962","Wouters Mesenchymal-like cell state","TUFT1"
"3963","Wouters Mesenchymal-like cell state","YPEL5"
"3964","Wouters Mesenchymal-like cell state","PGM2L1"
"3965","Wouters Mesenchymal-like cell state","ZBTB4"
"3966","Wouters Mesenchymal-like cell state","PSMC1"
"3967","Wouters Mesenchymal-like cell state","CDC42EP4"
"3968","Wouters Mesenchymal-like cell state","P4HB"
"3969","Wouters Mesenchymal-like cell state","TANC2"
"3970","Wouters Mesenchymal-like cell state","UHRF1"
"3971","Wouters Mesenchymal-like cell state","C19orf82"
"3972","Wouters Mesenchymal-like cell state","ARPC5"
"3973","Wouters Mesenchymal-like cell state","CBR3-AS1"
"3974","Wouters Mesenchymal-like cell state","CSRNP1"
"3975","Wouters Mesenchymal-like cell state","CHMP4A"
"3976","Wouters Mesenchymal-like cell state","SMG6"
"3977","Wouters Mesenchymal-like cell state","TXNDC15"
"3978","Wouters Mesenchymal-like cell state","MOB3A"
"3979","Wouters Mesenchymal-like cell state","C2orf27A"
"3980","Wouters Mesenchymal-like cell state","SIX1"
"3981","Wouters Mesenchymal-like cell state","RTN4"
"3982","Wouters Mesenchymal-like cell state","TFE3"
"3983","Wouters Mesenchymal-like cell state","NLRC5"
"3984","Wouters Mesenchymal-like cell state","CD59"
"3985","Wouters Mesenchymal-like cell state","RP11-488L18.10"
"3986","Wouters Mesenchymal-like cell state","SGCE"
"3987","Wouters Mesenchymal-like cell state","PPP4R1"
"3988","Wouters Mesenchymal-like cell state","FKBP1C"
"3989","Wouters Mesenchymal-like cell state","FAM107B"
"3990","Wouters Mesenchymal-like cell state","ARHGEF10"
"3991","Wouters Mesenchymal-like cell state","DAP"
"3992","Wouters Mesenchymal-like cell state","B9D2"
"3993","Wouters Mesenchymal-like cell state","STIM2"
"3994","Wouters Mesenchymal-like cell state","SHC1"
"3995","Wouters Mesenchymal-like cell state","RP11-541N10.3"
"3996","Wouters Mesenchymal-like cell state","IKBKE"
"3997","Wouters Mesenchymal-like cell state","TMTC3"
"3998","Wouters Mesenchymal-like cell state","RAB23"
"3999","Wouters Mesenchymal-like cell state","C5orf15"
"4000","Wouters Mesenchymal-like cell state","EPB41L1"
"4001","Wouters Mesenchymal-like cell state","MYL12A"
"4002","Wouters Mesenchymal-like cell state","KATNAL1"
"4003","Wouters Mesenchymal-like cell state","PPP2R5B"
"4004","Wouters Mesenchymal-like cell state","CCDC71L"
"4005","Wouters Mesenchymal-like cell state","ARSK"
"4006","Wouters Mesenchymal-like cell state","BTN2A3P"
"4007","Wouters Mesenchymal-like cell state","UGGT2"
"4008","Wouters Mesenchymal-like cell state","GNAI2"
"4009","Wouters Mesenchymal-like cell state","HYI"
"4010","Wouters Mesenchymal-like cell state","RBM7"
"4011","Wouters Mesenchymal-like cell state","TRIO"
"4012","Wouters Mesenchymal-like cell state","KLF7"
"4013","Wouters Mesenchymal-like cell state","RP11-244O19.1"
"4014","Wouters Mesenchymal-like cell state","OPN1SW"
"4015","Wouters Mesenchymal-like cell state","TMSB10P1"
"4016","Wouters Mesenchymal-like cell state","MFSD1"
"4017","Wouters Mesenchymal-like cell state","GALNT7"
"4018","Wouters Mesenchymal-like cell state","ZNF701"
"4019","Wouters Mesenchymal-like cell state","ROGDI"
"4020","Wouters Mesenchymal-like cell state","PLXNB1"
"4021","Wouters Mesenchymal-like cell state","ANXA2"
"4022","Wouters Mesenchymal-like cell state","CALCOCO1"
"4023","Wouters Mesenchymal-like cell state","SNAPC1"
"4024","Wouters Mesenchymal-like cell state","CUEDC1"
"4025","Wouters Mesenchymal-like cell state","SLC16A4"
"4026","Wouters Mesenchymal-like cell state","PPP1R12A"
"4027","Wouters Mesenchymal-like cell state","CACNB3"
"4028","Wouters Mesenchymal-like cell state","ROBO3"
"4029","Wouters Mesenchymal-like cell state","ING2"
"4030","Wouters Mesenchymal-like cell state","PTGR1"
"4031","Wouters Mesenchymal-like cell state","PLCB3"
"4032","Wouters Mesenchymal-like cell state","ERVK13-1"
"4033","Wouters Mesenchymal-like cell state","NAV3"
"4034","Wouters Mesenchymal-like cell state","BCAR1"
"4035","Wouters Mesenchymal-like cell state","RHPN2"
"4036","Wouters Mesenchymal-like cell state","DCBLD2"
"4037","Wouters Mesenchymal-like cell state","CCDC84"
"4038","Wouters Mesenchymal-like cell state","ATP2B1"
"4039","Wouters Mesenchymal-like cell state","SH3BGRL3"
"4040","Wouters Mesenchymal-like cell state","ITFG1"
"4041","Wouters Mesenchymal-like cell state","TMEM173"
"4042","Wouters Mesenchymal-like cell state","VAMP2"
"4043","Wouters Mesenchymal-like cell state","TRIP10"
"4044","Wouters Mesenchymal-like cell state","PDIA3"
"4045","Wouters Mesenchymal-like cell state","RNF217"
"4046","Wouters Mesenchymal-like cell state","ZMYND10"
"4047","Wouters Mesenchymal-like cell state","RUSC1-AS1"
"4048","Wouters Mesenchymal-like cell state","ZNF600"
"4049","Wouters Mesenchymal-like cell state","MANF"
"4050","Wouters Mesenchymal-like cell state","FBXL2"
"4051","Wouters Mesenchymal-like cell state","ATXN1"
"4052","Wouters Mesenchymal-like cell state","RASA1"
"4053","Wouters Mesenchymal-like cell state","MPP5"
"4054","Wouters Mesenchymal-like cell state","CD44"
"4055","Wouters Mesenchymal-like cell state","EXT2"
"4056","Wouters Mesenchymal-like cell state","ATAT1"
"4057","Wouters Mesenchymal-like cell state","CKAP2L"
"4058","Wouters Mesenchymal-like cell state","CASC4"
"4059","Wouters Mesenchymal-like cell state","GLG1"
"4060","Wouters Mesenchymal-like cell state","TMSB10"
"4061","Wouters Mesenchymal-like cell state","DEGS1"
"4062","Wouters Mesenchymal-like cell state","CROT"
"4063","Wouters Mesenchymal-like cell state","NDC80"
"4064","Wouters Mesenchymal-like cell state","SIDT2"
"4065","Wouters Mesenchymal-like cell state","CYB5A"
"4066","Wouters Mesenchymal-like cell state","ROM1"
"4067","Wouters Mesenchymal-like cell state","CTB-89H12.4"
"4068","Wouters Mesenchymal-like cell state","MSANTD2"
"4069","Wouters Mesenchymal-like cell state","RRAS2"
"4070","Wouters Mesenchymal-like cell state","NAV1"
"4071","Wouters Mesenchymal-like cell state","RASA3"
"4072","Wouters Mesenchymal-like cell state","BX322557.10"
"4073","Wouters Mesenchymal-like cell state","EPM2AIP1"
"4074","Wouters Mesenchymal-like cell state","MAGED1"
"4075","Wouters Mesenchymal-like cell state","SH3BP4"
"4076","Wouters Mesenchymal-like cell state","HLA-E"
"4077","Wouters Mesenchymal-like cell state","GATSL3"
"4078","Wouters Mesenchymal-like cell state","FAM127A"
"4079","Wouters Mesenchymal-like cell state","PGPEP1"
"4080","Wouters Mesenchymal-like cell state","MYL12B"
"4081","Wouters Mesenchymal-like cell state","SRI"
"4082","Wouters Mesenchymal-like cell state","ZNF841"
"4083","Wouters Mesenchymal-like cell state","LEPROT"
"4084","Rambow Hypometabolic","PKM"
"4085","Rambow Hypometabolic","TYR"
"4086","Rambow Hypometabolic","PGM1"
"4087","Rambow Hypometabolic","PHGDH"
"4088","Rambow Hypometabolic","PGK1"
"4089","Rambow Hypometabolic","TUSC3"
"4090","Rambow Hypometabolic","GAPDH"
"4091","Rambow Hypometabolic","LDHB"
"4092","Rambow Hypometabolic","DHCR24"
"4093","Rambow Hypometabolic","PRDX6"
"4094","Rambow Hypometabolic","RPN2"
"4095","Rambow Hypometabolic","ACAT2"
"4096","Rambow Hypometabolic","AMD1"
"4097","Rambow Hypometabolic","ACSL3"
"4098","Rambow Hypometabolic","ACSS2"
"4099","Rambow Hypometabolic","LDHA"
"4100","Rambow Hypometabolic","BAAT"
"4101","Rambow Hypometabolic","ALDH1A1"
"4102","Rambow Hypometabolic","RRM1"
"4103","Rambow Hypometabolic","TK1"
"4104","Rambow Hypometabolic","B3GNT2"
"4105","Rambow Hypometabolic","TYMS"
"4106","Rambow Hypometabolic","ALDH1A3"
"4107","Rambow Hypometabolic","NDUFA4L2"
"4108","Rambow Hypometabolic","NDUFA4"
"4109","Rambow Hypometabolic","ENPP1"
"4110","Rambow Hypometabolic","RPE"
"4111","Rambow Immune","BIRC3"
"4112","Rambow Immune","IFI35"
"4113","Rambow Immune","BCL3"
"4114","Rambow Immune","OAS1"
"4115","Rambow Immune","OAS3"
"4116","Rambow Immune","OAS2"
"4117","Rambow Immune","IFIH1"
"4118","Rambow Immune","STAT1"
"4119","Rambow Immune","IFIT3"
"4120","Rambow Immune","IFI6"
"4121","Rambow Immune","BST2"
"4122","Rambow Immune","TRIM22"
"4123","Rambow Immune","RSAD2"
"4124","Rambow Immune","OASL"
"4125","Rambow Immune","IFI44"
"4126","Rambow Immune","IFITM3"
"4127","Rambow Immune","IFIT5"
"4128","Rambow Immune","MX1"
"4129","Rambow Immune","B2M"
"4130","Rambow Immune","TAP1"
"4131","Rambow Immune","CXCL10"
"4132","Rambow Immune","STAT2"
"4133","Rambow Immune","IRF7"
"4134","Rambow Immune","IFIT1"
"4135","Rambow Immune","IFITM1"
"4136","Rambow Immune","ISG15"
"4137","Rambow Immune","PLSCR1"
"4138","Rambow Immune","PSMB8"
"4139","Rambow Immune","HLA-C"
"4140","Rambow Immune","HLA-E"
"4141","Rambow Immune","HLA-F"
"4142","Rambow Immune","HLA-A"
"4143","Rambow Immune","HLA-B"
"4144","Rambow Immune","PSMB9"
"4145","Rambow Invasion","VCAN"
"4146","Rambow Invasion","TNC"
"4147","Rambow Invasion","BCAT1"
"4148","Rambow Invasion","FOSL2"
"4149","Rambow Invasion","UNC5B"
"4150","Rambow Invasion","CCL2"
"4151","Rambow Invasion","COL1A1"
"4152","Rambow Invasion","SH2B3"
"4153","Rambow Invasion","MGP"
"4154","Rambow Invasion","VEGFA"
"4155","Rambow Invasion","LOX"
"4156","Rambow Invasion","FGF1"
"4157","Rambow Invasion","PDGFRB"
"4158","Rambow Invasion","IGFBP5"
"4159","Rambow Invasion","ERRFI1"
"4160","Rambow Invasion","PRDX1"
"4161","Rambow Invasion","TGFBI"
"4162","Rambow Invasion","IL13RA2"
"4163","Rambow Invasion","SOX4"
"4164","Rambow Invasion","NES"
"4165","Rambow Invasion","LOXL2"
"4166","Rambow Invasion","SPRY2"
"4167","Rambow Invasion","CDH13"
"4168","Rambow Invasion","LMO4"
"4169","Rambow Invasion","RGS5"
"4170","Rambow Invasion","RGS16"
"4171","Rambow Invasion","DLX1"
"4172","Rambow Invasion","SLIT2"
"4173","Rambow Invasion","GPC3"
"4174","Rambow Invasion","ADM"
"4175","Rambow Invasion","EDNRA"
"4176","Rambow Invasion","CYSLTR2"
"4177","Rambow Invasion","DDAH1"
"4178","Rambow Invasion","PLXDC1"
"4179","Rambow Invasion","VSNL1"
"4180","Rambow Invasion","COL1A2"
"4181","Rambow Invasion","DLC1"
"4182","Rambow Invasion","AXL"
"4183","Rambow Invasion","ANGPTL4"
"4184","Rambow Invasion","IGFBP6"
"4185","Rambow Invasion","COL3A1"
"4186","Rambow Invasion","FABP4"
"4187","Rambow Invasion","CDH2"
"4188","Rambow Invasion","PTGER4"
"4189","Rambow Invasion","NDNF"
"4190","Rambow Invasion","NR2F1"
"4191","Rambow Invasion","BGN"
"4192","Rambow Invasion","TGM2"
"4193","Rambow Invasion","TMSB4X"
"4194","Rambow MITFtargets","MDH1"
"4195","Rambow MITFtargets","SNAI2"
"4196","Rambow MITFtargets","PLEKHB1"
"4197","Rambow MITFtargets","DEPDC1"
"4198","Rambow MITFtargets","CD44"
"4199","Rambow MITFtargets","ANKS1A"
"4200","Rambow MITFtargets","ERBB3"
"4201","Rambow MITFtargets","RAB27A"
"4202","Rambow MITFtargets","SLC6A15"
"4203","Rambow MITFtargets","SEMA3C"
"4204","Rambow MITFtargets","TYR"
"4205","Rambow MITFtargets","STX7"
"4206","Rambow MITFtargets","DCT"
"4207","Rambow MITFtargets","C1QTNF3"
"4208","Rambow MITFtargets","CD59"
"4209","Rambow MITFtargets","GRK3"
"4210","Rambow MITFtargets","PYGL"
"4211","Rambow MITFtargets","GPR143"
"4212","Rambow MITFtargets","HAGHL"
"4213","Rambow MITFtargets","BFAR"
"4214","Rambow MITFtargets","ESRP1"
"4215","Rambow MITFtargets","ASAH1"
"4216","Rambow MITFtargets","MET"
"4217","Rambow MITFtargets","TYRP1"
"4218","Rambow MITFtargets","VAT1"
"4219","Rambow MITFtargets","TRIM2"
"4220","Rambow MITFtargets","PPARGC1A"
"4221","Rambow MITFtargets","FOXM1"
"4222","Rambow MITFtargets","SLC29A1"
"4223","Rambow MITFtargets","MLPH"
"4224","Rambow MITFtargets","PROX1"
"4225","Rambow MITFtargets","MREG"
"4226","Rambow MITFtargets","CA14"
"4227","Rambow MITFtargets","MLANA"
"4228","Rambow MITFtargets","AMD1"
"4229","Rambow MITFtargets","PLP1"
"4230","Rambow MITFtargets","DLGAP5"
"4231","Rambow MITFtargets","AIF1L"
"4232","Rambow MITFtargets","SAT1"
"4233","Rambow MITFtargets","ARPC1B"
"4234","Rambow MITFtargets","CKMT2"
"4235","Rambow MITFtargets","LGALS3"
"4236","Rambow MITFtargets","SERPINF1"
"4237","Rambow MITFtargets","TRPM1"
"4238","Rambow MITFtargets","VAV3"
"4239","Rambow MITFtargets","CD63"
"4240","Rambow MITFtargets","MRPL44"
"4241","Rambow MITFtargets","EDNRB"
"4242","Rambow MITFtargets","GPNMB"
"4243","Rambow MITFtargets","TMOD1"
"4244","Rambow MITFtargets","GMPR"
"4245","Rambow MITFtargets","IRF4"
"4246","Rambow MITFtargets","SDCBP"
"4247","Rambow MITFtargets","TMEM117"
"4248","Rambow MITFtargets","BCL2A1"
"4249","Rambow MITFtargets","LYPLAL1"
"4250","Rambow MITFtargets","CTSK"
"4251","Rambow MITFtargets","LNPK"
"4252","Rambow MITFtargets","ADAMTS16"
"4253","Rambow MITFtargets","MYO10"
"4254","Rambow MITFtargets","ST8SIA6"
"4255","Rambow MITFtargets","GPR158"
"4256","Rambow MITFtargets","SORBS2"
"4257","Rambow MITFtargets","APCDD1"
"4258","Rambow MITFtargets","FBXO32"
"4259","Rambow MITFtargets","KIT"
"4260","Rambow MITFtargets","TNFRSF14"
"4261","Rambow MITFtargets","TRIM63"
"4262","Rambow MITFtargets","CIART"
"4263","Rambow MITFtargets","S100B"
"4264","Rambow MITFtargets","DMKN"
"4265","Rambow MITFtargets","FCMR"
"4266","Rambow MITFtargets","DAPL1"
"4267","Rambow MITFtargets","FYCO1"
"4268","Rambow MITFtargets","ANXA5"
"4269","Rambow MITFtargets","HPGD"
"4270","Rambow MITFtargets","SLC45A2"
"4271","Rambow MITFtargets","HACD1"
"4272","Rambow MITFtargets","GPRC5B"
"4273","Rambow MITFtargets","CHRM1"
"4274","Rambow MITFtargets","GJB1"
"4275","Rambow MITFtargets","ITGAM"
"4276","Rambow MITFtargets","CLCN5"
"4277","Rambow MITFtargets","FBXL14"
"4278","Rambow MITFtargets","NINJ2"
"4279","Rambow MITFtargets","PDP2"
"4280","Rambow MITFtargets","TPRN"
"4281","Rambow MITFtargets","B3GNT5"
"4282","Rambow MITFtargets","MSC"
"4283","Rambow MITFtargets","AP1S2"
"4284","Rambow MITFtargets","TSPAN10"
"4285","Rambow MITFtargets","PTTG1IP"
"4286","Rambow MITFtargets","ZBTB37"
"4287","Rambow MITFtargets","GPRIN3"
"4288","Rambow MITFtargets","NTF3"
"4289","Rambow MITFtargets","PRAME"
"4290","Rambow MITFtargets","NAT8L"
"4291","Rambow MITFtargets","C2orf88"
"4292","Rambow MITFtargets","RILPL1"
"4293","Rambow MITFtargets","SLC24A5"
"4294","Rambow MITFtargets","APOD"
"4295","Rambow MITFtargets","MBP"
"4296","Rambow MITFtargets","PAX9"
"4297","Rambow MITFtargets","AGAP6"
"4298","Rambow MITFtargets","INSYN2B"
"4299","Rambow MITFtargets","ADGRG1"
"4300","Rambow MITFtargets","DIO2"
"4301","Rambow MITFtargets","MXD3"
"4302","Rambow mitosis","ANLN"
"4303","Rambow mitosis","TACC3"
"4304","Rambow mitosis","SPAG5"
"4305","Rambow mitosis","NDC80"
"4306","Rambow mitosis","TPX2"
"4307","Rambow mitosis","BIRC5"
"4308","Rambow mitosis","KIF4A"
"4309","Rambow mitosis","CDKN3"
"4310","Rambow mitosis","MYBL2"
"4311","Rambow mitosis","CDC25B"
"4312","Rambow mitosis","FOXM1"
"4313","Rambow mitosis","GMNN"
"4314","Rambow mitosis","TTK"
"4315","Rambow mitosis","KNG1"
"4316","Rambow mitosis","CENPA"
"4317","Rambow mitosis","CDC20"
"4318","Rambow mitosis","STMN1"
"4319","Rambow mitosis","NEK2"
"4320","Rambow mitosis","CENPF"
"4321","Rambow mitosis","ZWINT"
"4322","Rambow mitosis","DLGAP5"
"4323","Rambow mitosis","TOP2A"
"4324","Rambow mitosis","RAN"
"4325","Rambow mitosis","CCNB1"
"4326","Rambow mitosis","CDCA8"
"4327","Rambow mitosis","CKAP2"
"4328","Rambow mitosis","NUSAP1"
"4329","Rambow mitosis","KIF11"
"4330","Rambow mitosis","CENPE"
"4331","Rambow mitosis","PLK4"
"4332","Rambow mitosis","KIF2C"
"4333","Rambow mitosis","NUF2"
"4334","Rambow mitosis","CCNA2"
"4335","Rambow mitosis","CDCA5"
"4336","Rambow mitosis","MKI67"
"4337","Rambow mitosis","SPC25"
"4338","Rambow mitosis","SKA1"
"4339","Rambow mitosis","FBXO43"
"4340","Rambow mitosis","BUB1B"
"4341","Rambow mitosis","CCNB2"
"4342","Rambow mitosis","CDC25C"
"4343","Rambow mitosis","KIF15"
"4344","Rambow mitosis","SGMS2"
"4345","Rambow mitosis","MAD2L1"
"4346","Rambow mitosis","PTTG1"
"4347","Rambow mitosis","SKA3"
"4348","Rambow mitosis","PLK1"
"4349","Rambow mitosis","BUB1"
"4350","Rambow mitosis","CDK1"
"4351","Rambow mitosis","ESCO2"
"4352","Rambow mitosis","UBE2C"
"4353","Rambow mitosis","AURKB"
"4354","Rambow mitosis","KIF18B"
"4355","Rambow mitosis","TUBB"
"4356","Rambow mitosis","CENPW"
"4357","Rambow mitosis","KIFC1"
"4358","Rambow MSC","SLC7A8"
"4359","Rambow MSC","DLX5"
"4360","Rambow MSC","TRIM67"
"4361","Rambow MSC","ARMC7"
"4362","Rambow MSC","CD36"
"4363","Rambow MSC","PAX3"
"4364","Rambow MSC","RNF121"
"4365","Rambow MSC","SLC25A48"
"4366","Rambow MSC","IP6K3"
"4367","Rambow MSC","UBXN10"
"4368","Rambow MSC","MYORG"
"4369","Rambow MSC","LSMEM1"
"4370","Rambow MSC","FRAT2"
"4371","Rambow MSC","ATP6AP1L"
"4372","Rambow Neuro","SEMA3B"
"4373","Rambow Neuro","IGF1"
"4374","Rambow Neuro","ATP1A2"
"4375","Rambow Neuro","VCAN"
"4376","Rambow Neuro","NGFR"
"4377","Rambow Neuro","ITGA6"
"4378","Rambow Neuro","SLC22A17"
"4379","Rambow Neuro","PDGFB"
"4380","Rambow Neuro","PLAT"
"4381","Rambow Neuro","TMEM176B"
"4382","Rambow Neuro","COL1A1"
"4383","Rambow Neuro","CNN3"
"4384","Rambow Neuro","ADGB"
"4385","Rambow Neuro","ATP1B2"
"4386","Rambow Neuro","MATN2"
"4387","Rambow Neuro","SYT11"
"4388","Rambow Neuro","ANXA1"
"4389","Rambow Neuro","LAMC1"
"4390","Rambow Neuro","GFRA3"
"4391","Rambow Neuro","RSPO3"
"4392","Rambow Neuro","GFRA1"
"4393","Rambow Neuro","ADAMTS4"
"4394","Rambow Neuro","MPZ"
"4395","Rambow Neuro","GFRA2"
"4396","Rambow Neuro","PRIMA1"
"4397","Rambow Neuro","A2M"
"4398","Rambow Neuro","NRXN1"
"4399","Rambow Neuro","CADM1"
"4400","Rambow Neuro","SLITRK6"
"4401","Rambow Neuro","THBS2"
"4402","Rambow Neuro","COL4A1"
"4403","Rambow Neuro","IL1RAP"
"4404","Rambow Neuro","S100A4"
"4405","Rambow Neuro","NLGN3"
"4406","Rambow Neuro","L1CAM"
"4407","Rambow Neuro","ITGA1"
"4408","Rambow Neuro","AQP1"
"4409","Rambow pigmentation","SNAI2"
"4410","Rambow pigmentation","RAB27A"
